match,n,i,target
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,146,100,8
True,150,100,8
True,150,100,8
True,150,100,8
True,150,100,8
True,150,100,8
True,150,100,8
True,150,100,8
True,150,100,8
True,150,100,8
True,150,100,8
True,150,100,8
True,150,100,8
True,150,100,8
True,150,100,8
True,150,100,8
True,150,100,8
True,150,100,8
True,150,100,8
True,150,100,8
True,150,100,8
True,150,100,8
True,150,100,8
True,150,100,8
True,150,100,8
True,150,100,8
True,150,100,8
True,150,100,8
True,150,100,8
True,150,100,8
True,150,100,8
True,150,100,8
